subscriber_id,email,signup_date,cohort_month,plan_tier,acquisition_channel,is_gift,status,churn_date,active_months,monthly_price,country
SUB-1622,vreynolds@example.net,2023-06-01,2023-06,Premium,Meta,False,active,,19,54.99,NG
SUB-1623,williamstheresa@example.net,2023-06-11,2023-06,Premium,,True,churned,2023-06-12,0,54.99,GH
SUB-1624,zhangeric@example.net,2023-06-13,2023-06,Premium,Meta,False,churned,2024-08-29,14,54.99,KE
SUB-1625,qmiller@example.net,2023-06-20,2023-06,Classic,Meta,False,active,,19,34.99,UG
SUB-1626,jesseowen@example.org,2023-06-11,2023-06,Starter,Referral,False,churned,2023-10-07,3,19.99,KE
SUB-1627,yorozco@example.org,2023-06-02,2023-06,Starter,Meta,False,churned,2023-08-18,2,19.99,NG
SUB-1628,marybennett@example.net,2023-06-15,2023-06,Premium,Google,False,active,,19,54.99,KE
SUB-1629,rhondanash@example.net,2023-06-04,2023-06,Premium,Organic,False,churned,2024-08-28,14,54.99,ZA
SUB-1630,joseph95@example.org,2023-07-26,2023-07,Premium,Google,False,active,,18,54.99,KE
SUB-1631,shawbailey@example.com,2023-07-24,2023-07,Classic,Meta,False,churned,2023-08-02,0,34.99,KE
SUB-1632,mario71@example.com,2023-07-03,2023-07,Classic,Google,True,active,,18,34.99,KE
SUB-1633,enelson@example.com,2023-07-01,2023-07,Classic,Organic,False,churned,2024-10-28,15,34.99,NG
SUB-1634,mary77@example.com,2023-07-23,2023-07,Classic,Organic,False,churned,2024-07-27,12,34.99,ZA
SUB-1635,andreasummers@example.org,2023-07-17,2023-07,Starter,Meta,False,churned,2023-11-09,3,19.99,NG
SUB-1636,ramirezjesse@example.org,2023-07-04,2023-07,Classic,Organic,False,churned,2024-02-08,7,34.99,UG
SUB-1637,robert73@example.org,2023-07-25,2023-07,Classic,Meta,False,churned,2024-01-15,5,34.99,NG
SUB-1638,lisa03@example.com,2023-07-27,2023-07,Classic,Referral,False,churned,2024-05-12,9,34.99,ZA
SUB-1639,amandaalexander@example.org,2023-07-08,2023-07,Classic,Referral,False,active,,18,34.99,KE
SUB-1640,jeanneparker@example.com,2023-07-13,2023-07,Premium,Meta,False,active,,18,54.99,KE
SUB-1641,ghoover@example.net,2023-07-22,2023-07,Starter,Google,False,churned,2024-06-30,11,19.99,NG
SUB-1642,rmoran@example.net,2023-07-16,2023-07,Classic,Meta,False,active,,18,34.99,KE
SUB-1643,wileyjoshua@example.com,2023-07-26,2023-07,Premium,Meta,False,active,,18,54.99,ZA
SUB-1644,thomaschristopher@example.net,2023-07-08,2023-07,Classic,Google,False,churned,2023-08-28,1,34.99,KE
SUB-1645,emckinney@example.com,2023-07-15,2023-07,Premium,Meta,False,active,,18,54.99,NG
SUB-1646,burtondaniel@example.com,2023-07-05,2023-07,Premium,Referral,False,churned,2024-12-21,17,54.99,KE
SUB-1647,bishopjeff@example.net,2023-07-22,2023-07,Classic,Organic,False,churned,2025-01-11,17,34.99,ZA
SUB-1648,colemancharles@example.org,2023-07-17,2023-07,Starter,Meta,True,churned,2023-12-23,5,19.99,KE
SUB-1649,zachary85@example.net,2023-07-28,2023-07,Starter,Meta,False,active,,18,19.99,KE
SUB-1650,ngonzalez@example.net,2023-07-20,2023-07,Starter,Meta,False,active,,18,19.99,KE
SUB-1651,ramirezdavid@example.org,2023-07-11,2023-07,Classic,Organic,False,active,,18,34.99,ZA
SUB-1652,christophergarcia@example.com,2023-07-07,2023-07,Starter,Organic,False,churned,2024-02-17,7,19.99,NG
SUB-1653,nathangarcia@example.org,2023-07-14,2023-07,Premium,Organic,False,churned,2024-08-27,13,54.99,UG
SUB-1654,taylorashlee@example.com,2023-07-27,2023-07,Starter,,False,active,,18,19.99,GH
SUB-1655,ldavis@example.org,2023-07-07,2023-07,Classic,Organic,False,active,,18,34.99,KE
SUB-1656,michaelvelazquez@example.net,2023-07-04,2023-07,Classic,Meta,False,churned,2024-01-20,6,34.99,GH
SUB-1657,owatson@example.com,2023-07-26,2023-07,Starter,Organic,True,churned,2024-05-27,10,19.99,UG
SUB-1658,april61@example.com,2023-07-07,2023-07,Premium,Meta,False,churned,2024-03-22,8,54.99,NG
SUB-1659,rothangela@example.org,2023-07-11,2023-07,Classic,Meta,True,active,,18,34.99,GH
SUB-1660,anthonyleblanc@example.org,2023-07-10,2023-07,Premium,Google,False,active,,18,54.99,KE
SUB-1661,jwolf@example.net,2023-07-18,2023-07,Starter,Google,False,active,,18,19.99,KE
SUB-1662,ohamilton@example.net,2023-07-26,2023-07,Classic,Organic,False,churned,2024-05-03,9,34.99,NG
SUB-1663,shannon84@example.net,2023-07-15,2023-07,Premium,,True,active,,18,54.99,KE
SUB-1664,jennifer01@example.com,2023-07-28,2023-07,Starter,Meta,False,churned,2023-09-09,1,19.99,KE
SUB-1665,jessicamaldonado@example.net,2023-07-11,2023-07,Premium,Meta,False,active,,18,54.99,KE
SUB-1666,melissawade@example.com,2023-07-13,2023-07,Premium,Meta,False,churned,2024-03-29,8,54.99,GH
SUB-1667,williamsdavid@example.org,2023-07-03,2023-07,Premium,Referral,False,active,,18,54.99,UG
SUB-1668,kristin77@example.net,2023-07-11,2023-07,Premium,Meta,False,churned,2024-01-04,5,54.99,NG
SUB-1669,ujohnson@example.com,2023-07-28,2023-07,Classic,Meta,False,churned,2023-10-11,2,34.99,KE
SUB-1670,joshuakelly@example.org,2023-07-13,2023-07,Classic,Meta,False,active,,18,34.99,KE
SUB-1671,gvasquez@example.com,2023-07-26,2023-07,Classic,Meta,False,churned,2024-10-01,14,34.99,KE
SUB-1672,bennettnicholas@example.org,2023-07-01,2023-07,Starter,Referral,False,churned,2024-11-08,16,19.99,NG
SUB-1673,moorejames@example.net,2023-07-25,2023-07,Starter,Meta,True,churned,2024-12-28,17,19.99,KE
SUB-1674,plawrence@example.net,2023-07-22,2023-07,Premium,Google,False,churned,2023-09-15,1,54.99,ZA
SUB-1675,baileyclaudia@example.com,2023-07-20,2023-07,Premium,Organic,False,churned,2024-08-01,12,54.99,KE
SUB-1676,john74@example.net,2023-07-13,2023-07,Premium,Referral,False,churned,2023-12-18,5,54.99,GH
SUB-1677,clarksarah@example.net,2023-07-14,2023-07,Starter,Meta,False,churned,2023-11-27,4,19.99,KE
SUB-1678,dixonjeffrey@example.net,2023-07-27,2023-07,Classic,Meta,False,churned,2024-03-31,8,34.99,NG
SUB-1679,ecastro@example.net,2023-07-16,2023-07,Starter,Meta,False,churned,2023-08-26,1,19.99,KE
SUB-1680,rrobertson@example.com,2023-07-20,2023-07,Classic,Google,False,churned,2024-02-04,6,34.99,UG
SUB-1681,johnbender@example.net,2023-07-11,2023-07,Classic,Referral,False,active,,18,34.99,KE
SUB-1682,alexander27@example.net,2023-07-15,2023-07,Classic,,False,churned,2024-04-23,9,34.99,KE
SUB-1683,victor79@example.net,2023-07-26,2023-07,Classic,Google,False,churned,2025-01-04,17,34.99,KE
SUB-1684,anthonyayers@example.org,2023-07-12,2023-07,Classic,Google,False,active,,18,34.99,NG
SUB-1685,andradejessica@example.com,2023-07-13,2023-07,Classic,Google,False,churned,2023-12-30,5,34.99,KE
SUB-1686,morrowlinda@example.org,2023-07-05,2023-07,Starter,Meta,True,churned,2023-09-17,2,19.99,KE
SUB-1687,hintonregina@example.net,2023-07-18,2023-07,Premium,Google,True,churned,2024-08-08,12,54.99,KE
SUB-1688,tina89@example.org,2023-07-05,2023-07,Starter,Meta,False,churned,2024-02-28,7,19.99,KE
SUB-1689,jessicaellis@example.com,2023-07-19,2023-07,Classic,Meta,False,churned,2024-03-11,7,34.99,NG
SUB-1690,suarezrichard@example.net,2023-07-07,2023-07,Classic,Meta,False,active,,18,34.99,KE
SUB-1691,cherrera@example.com,2023-07-15,2023-07,Classic,Meta,True,active,,18,34.99,UG
SUB-1692,bookermatthew@example.com,2023-07-01,2023-07,Starter,Meta,False,churned,2024-03-08,8,19.99,ZA
SUB-1693,griffinkeith@example.org,2023-07-21,2023-07,Classic,Meta,True,churned,2024-07-07,11,34.99,ZA
SUB-1694,brandongraham@example.org,2023-07-23,2023-07,Classic,Referral,False,churned,2024-03-10,7,34.99,KE
SUB-1695,rebeccaarias@example.org,2023-07-22,2023-07,Starter,Referral,True,churned,2023-12-31,5,19.99,ZA
SUB-1696,ischultz@example.org,2023-07-02,2023-07,Premium,Referral,False,active,,18,54.99,NG
SUB-1697,jenniferguerra@example.org,2023-07-27,2023-07,Classic,Meta,False,active,,18,34.99,GH
SUB-1698,ythompson@example.com,2023-07-26,2023-07,Classic,Referral,False,churned,2023-12-30,5,34.99,NG
SUB-1699,smithrandall@example.org,2023-07-22,2023-07,Premium,Organic,False,active,,18,54.99,ZA
SUB-1700,kelsey88@example.com,2023-07-23,2023-07,Classic,Referral,False,churned,2024-01-24,6,34.99,GH
SUB-1701,cbanks@example.org,2023-07-15,2023-07,Classic,Meta,False,churned,2024-07-01,11,34.99,KE
SUB-1702,melissaferguson@example.net,2023-07-26,2023-07,Starter,Google,False,churned,2024-02-28,7,19.99,KE
SUB-1703,joe43@example.com,2023-07-08,2023-07,Starter,Meta,False,churned,2024-01-18,6,19.99,NG
SUB-1704,bruce45@example.org,2023-07-22,2023-07,Classic,Meta,False,churned,2024-06-10,10,34.99,KE
SUB-1705,bryantlisa@example.com,2023-07-02,2023-07,Classic,Organic,False,churned,2024-01-27,6,34.99,KE
SUB-1706,rachelpage@example.com,2023-07-08,2023-07,Classic,Meta,False,churned,2024-09-25,14,34.99,NG
SUB-1707,bridget27@example.net,2023-07-14,2023-07,Classic,Meta,False,active,,18,34.99,KE
SUB-1708,dan66@example.com,2023-07-05,2023-07,Classic,Meta,False,churned,2023-11-22,4,34.99,KE
SUB-1709,shannonperez@example.net,2023-07-08,2023-07,Premium,Meta,False,active,,18,54.99,KE
SUB-1710,jorge14@example.com,2023-07-02,2023-07,Starter,,False,churned,2023-07-13,0,19.99,ZA
SUB-1711,jenniferhorne@example.com,2023-07-20,2023-07,Premium,Google,False,active,,18,54.99,KE
SUB-1712,diane92@example.net,2023-07-11,2023-07,Classic,Referral,False,active,,18,34.99,KE
SUB-1713,jenniferwaller@example.com,2023-07-17,2023-07,Starter,Meta,False,active,,18,19.99,KE
SUB-1714,stephanie10@example.com,2023-07-04,2023-07,Classic,,False,active,,18,34.99,KE
SUB-1715,joannroberts@example.com,2023-07-15,2023-07,Premium,Referral,False,churned,2024-10-18,15,54.99,KE
SUB-1716,jacob48@example.org,2023-07-22,2023-07,Premium,,False,churned,2023-08-13,0,54.99,KE
SUB-1717,markevans@example.com,2023-07-14,2023-07,Classic,Meta,False,churned,2024-02-02,6,34.99,ZA
SUB-1718,melody79@example.org,2023-07-20,2023-07,Premium,Meta,True,churned,2024-09-11,13,54.99,NG
SUB-1719,nicholepena@example.net,2023-07-04,2023-07,Classic,Meta,False,churned,2024-01-29,6,34.99,NG
SUB-1720,aprilmahoney@example.net,2023-07-11,2023-07,Premium,Google,True,active,,18,54.99,NG
SUB-1721,zwelch@example.org,2023-07-01,2023-07,Starter,Organic,False,churned,2023-12-10,5,19.99,GH
SUB-1722,phillipjordan@example.org,2023-07-08,2023-07,Starter,Meta,False,churned,2024-02-14,7,19.99,KE
SUB-1723,amandalarson@example.org,2023-07-15,2023-07,Starter,Referral,False,churned,2024-02-12,6,19.99,NG
SUB-1724,,2023-07-24,2023-07,Premium,Referral,False,active,,18,54.99,ZA
SUB-1725,tcooper@example.net,2023-07-17,2023-07,Classic,Meta,False,churned,2024-09-30,14,34.99,NG
SUB-1726,wmoore@example.net,2023-07-18,2023-07,Classic,Organic,False,active,,18,34.99,KE
SUB-1727,csmith@example.com,2023-07-07,2023-07,Classic,Meta,False,active,,18,34.99,KE
SUB-1728,jamesbaldwin@example.org,2023-07-12,2023-07,Classic,,True,active,,18,34.99,KE
SUB-1729,crystalcrawford@example.com,2023-07-13,2023-07,Classic,Meta,False,active,,18,34.99,NG
SUB-1730,millerlauren@example.com,2023-07-07,2023-07,Starter,Organic,True,churned,2023-09-17,2,19.99,KE
SUB-1731,coxteresa@example.net,2023-07-05,2023-07,Starter,Organic,False,churned,2023-12-29,5,19.99,NG
SUB-1732,elizabethwood@example.com,2023-07-16,2023-07,Premium,Referral,True,active,,18,54.99,KE
SUB-1733,hsmith@example.com,2023-07-11,2023-07,Starter,Google,False,churned,2023-10-30,3,19.99,KE
SUB-1734,lewisjenna@example.net,2023-07-26,2023-07,Starter,Meta,False,churned,2024-05-02,9,19.99,NG
SUB-1735,jose19@example.net,2023-07-02,2023-07,Premium,Referral,False,churned,2023-10-14,3,54.99,GH
SUB-1736,orrryan@example.com,2023-07-19,2023-07,Classic,Referral,False,active,,18,34.99,KE
SUB-1737,peter59@example.org,2023-07-22,2023-07,Starter,,False,churned,2023-11-01,3,19.99,NG
SUB-1738,jacobsgregory@example.org,2023-07-27,2023-07,Premium,Google,False,active,,18,54.99,KE
SUB-1739,jeffreykelley@example.net,2023-07-17,2023-07,Classic,Google,False,churned,2024-05-19,10,34.99,KE
SUB-1740,jeremy94@example.com,2023-07-03,2023-07,Classic,Meta,False,churned,2024-11-30,16,34.99,KE
SUB-1741,charlesmorales@example.org,2023-07-13,2023-07,Classic,Google,False,churned,2024-11-18,16,34.99,UG
SUB-1742,fgonzales@example.net,2023-07-14,2023-07,Premium,Organic,True,churned,2023-07-26,0,54.99,KE
SUB-1743,laura27@example.net,2023-07-27,2023-07,Starter,Google,False,churned,2024-09-20,13,19.99,UG
SUB-1744,scottjessica@example.com,2023-07-01,2023-07,Classic,Meta,False,churned,2024-08-09,13,34.99,KE
SUB-1745,qholden@example.net,2023-07-08,2023-07,Starter,Meta,False,churned,2024-10-27,15,19.99,KE
SUB-1746,bianca58@example.net,2023-07-13,2023-07,Starter,Meta,False,churned,2023-12-04,4,19.99,KE
SUB-1747,nicolebailey@example.com,2023-07-06,2023-07,Premium,Organic,False,churned,2024-09-14,14,54.99,ZA
SUB-1748,martinmichael@example.org,2023-07-25,2023-07,Starter,Meta,False,churned,2024-03-22,7,19.99,ZA
SUB-1749,nunezryan@example.org,2023-07-01,2023-07,Classic,Meta,False,active,,18,34.99,NG
SUB-1750,,2023-07-03,2023-07,Premium,Organic,False,churned,2024-04-10,9,54.99,UG
SUB-1751,djones@example.net,2023-07-14,2023-07,Premium,Google,False,churned,2023-07-25,0,54.99,GH
SUB-1752,keith61@example.org,2023-07-04,2023-07,Classic,Google,False,churned,2024-06-08,11,34.99,UG
SUB-1753,foxjackie@example.org,2023-07-13,2023-07,Starter,Meta,False,churned,2024-03-23,8,19.99,GH
SUB-1754,cindy53@example.com,2023-07-28,2023-07,Premium,Google,True,active,,18,54.99,KE
SUB-1755,reeddiana@example.net,2023-07-10,2023-07,Classic,Referral,False,churned,2023-10-13,3,34.99,KE
SUB-1756,benjaminkramer@example.net,2023-07-26,2023-07,Premium,Meta,False,churned,2024-07-03,11,54.99,ZA
SUB-1757,fjohnson@example.com,2023-07-08,2023-07,Premium,Organic,False,churned,2023-07-25,0,54.99,ZA
SUB-1758,trobinson@example.net,2023-07-08,2023-07,Premium,Google,True,active,,18,54.99,KE
SUB-1759,znicholson@example.com,2023-07-22,2023-07,Classic,Meta,False,churned,2023-10-25,3,34.99,KE
SUB-1760,ryan07@example.net,2023-07-21,2023-07,Premium,Google,False,active,,18,54.99,KE
SUB-1761,hschmitt@example.com,2023-07-02,2023-07,Classic,Meta,False,active,,18,34.99,GH
SUB-1762,ehinton@example.com,2023-07-16,2023-07,Premium,Meta,False,churned,2023-08-24,1,54.99,UG
SUB-1763,diazmichael@example.com,2023-07-05,2023-07,Classic,Google,True,churned,2024-02-24,7,34.99,GH
SUB-1764,laurieriley@example.com,2023-07-22,2023-07,Starter,Meta,False,churned,2024-01-23,6,19.99,NG
SUB-1765,wcooper@example.net,2023-07-07,2023-07,Classic,Meta,False,churned,2024-09-18,14,34.99,NG
SUB-1766,brooksamanda@example.com,2023-07-18,2023-07,Classic,Google,True,churned,2023-12-03,4,34.99,KE
SUB-1767,laurensawyer@example.net,2023-07-15,2023-07,Classic,Referral,False,churned,2023-10-16,3,34.99,UG
SUB-1768,ihenry@example.net,2023-07-07,2023-07,Classic,Referral,True,active,,18,34.99,KE
SUB-1769,campbelljulia@example.com,2023-07-23,2023-07,Classic,Meta,False,churned,2023-10-27,3,34.99,NG
SUB-1770,vchapman@example.org,2023-07-08,2023-07,Starter,,False,churned,2024-11-14,16,19.99,KE
SUB-1771,nspencer@example.org,2023-07-14,2023-07,Classic,Organic,True,active,,18,34.99,UG
SUB-1772,elizabeth41@example.org,2023-07-26,2023-07,Classic,Google,False,churned,2024-09-19,13,34.99,KE
SUB-1773,ybyrd@example.net,2023-07-19,2023-07,Classic,Referral,False,churned,2023-08-25,1,34.99,KE
SUB-1774,murraybrian@example.net,2023-07-20,2023-07,Premium,Google,False,churned,2024-04-05,8,54.99,ZA
SUB-1775,karenwilliams@example.org,2023-07-17,2023-07,Starter,Google,False,churned,2023-11-11,3,19.99,KE
SUB-1776,kbooth@example.net,2023-08-25,2023-08,Starter,Organic,True,churned,2023-10-21,1,19.99,KE
SUB-1777,pauljohnson@example.org,2023-08-03,2023-08,Classic,Google,True,active,,17,34.99,KE
SUB-1778,,2023-08-10,2023-08,Classic,Google,False,churned,2024-06-12,10,34.99,KE
SUB-1779,campbelledward@example.com,2023-08-12,2023-08,Classic,Meta,False,churned,2024-05-22,9,34.99,KE
SUB-1780,evega@example.com,2023-08-21,2023-08,Starter,Organic,False,churned,2024-10-17,13,19.99,KE
SUB-1781,ashleylang@example.org,2023-08-18,2023-08,Premium,Meta,False,active,,17,54.99,ZA
SUB-1782,johnlopez@example.com,2023-08-22,2023-08,Classic,Google,False,active,,17,34.99,ZA
SUB-1783,ethomas@example.com,2023-08-13,2023-08,Premium,Meta,False,churned,2024-12-21,16,54.99,NG
SUB-1784,victor82@example.com,2023-08-09,2023-08,Classic,Meta,False,churned,2023-12-02,3,34.99,NG
SUB-1785,sarah88@example.com,2023-08-07,2023-08,Premium,Meta,False,active,,17,54.99,NG
SUB-1786,michaelwhite@example.com,2023-08-07,2023-08,Classic,Meta,False,churned,2023-10-21,2,34.99,UG
SUB-1787,larsenkimberly@example.org,2023-08-17,2023-08,Premium,,False,churned,2024-04-23,8,54.99,ZA
SUB-1788,martha97@example.net,2023-08-14,2023-08,Classic,Meta,True,churned,2024-10-04,13,34.99,NG
SUB-1789,belljames@example.net,2023-08-03,2023-08,Classic,Referral,False,active,,17,34.99,NG
SUB-1790,stonecolton@example.org,2023-08-03,2023-08,Classic,Google,False,churned,2023-08-27,0,34.99,NG
SUB-1791,francisco97@example.org,2023-08-27,2023-08,Classic,Organic,False,churned,2023-09-22,0,34.99,KE
SUB-1792,michaellopez@example.net,2023-08-02,2023-08,Classic,Organic,False,churned,2024-03-09,7,34.99,NG
SUB-1793,jose21@example.net,2023-08-13,2023-08,Premium,Organic,False,active,,17,54.99,GH
SUB-1794,josephmoreno@example.net,2023-08-04,2023-08,Starter,Referral,False,churned,2023-09-21,1,19.99,KE
SUB-1795,andersonmichael@example.org,2023-08-18,2023-08,Starter,Organic,False,churned,2024-06-14,9,19.99,NG
SUB-1796,david80@example.org,2023-08-10,2023-08,Classic,Organic,False,active,,17,34.99,ZA
SUB-1797,trevorwalker@example.org,2023-08-17,2023-08,Premium,Meta,False,churned,2024-04-03,7,54.99,ZA
SUB-1798,virginia14@example.org,2023-08-07,2023-08,Premium,Referral,True,churned,2024-06-25,10,54.99,KE
SUB-1799,megan98@example.com,2023-08-01,2023-08,Premium,Referral,False,churned,2024-10-28,14,54.99,GH
SUB-1800,richard12@example.net,2023-08-04,2023-08,Premium,Referral,False,churned,2023-11-30,3,54.99,NG
SUB-1801,murphyrobert@example.com,2023-08-14,2023-08,Classic,Organic,False,active,,17,34.99,ZA
SUB-1802,lee02@example.net,2023-08-19,2023-08,Classic,Meta,False,churned,2023-11-20,3,34.99,ZA
SUB-1803,jasongarcia@example.net,2023-08-17,2023-08,Starter,Organic,False,churned,2023-10-19,2,19.99,KE
SUB-1804,erinaguilar@example.org,2023-08-07,2023-08,Starter,Meta,False,churned,2023-11-10,3,19.99,NG
SUB-1805,gonzalesbobby@example.org,2023-08-03,2023-08,Starter,Google,False,churned,2024-05-15,9,19.99,KE
SUB-1806,andrea77@example.org,2023-08-10,2023-08,Classic,Google,False,churned,2023-08-25,0,34.99,ZA
SUB-1807,lucas63@example.net,2023-08-05,2023-08,Classic,Meta,False,churned,2024-08-22,12,34.99,UG
SUB-1808,kimberly88@example.net,2023-08-03,2023-08,Starter,Google,False,churned,2024-04-04,8,19.99,GH
SUB-1809,christinathomas@example.org,2023-08-06,2023-08,Classic,Meta,True,churned,2024-11-12,15,34.99,KE
SUB-1810,anitamitchell@example.net,2023-08-27,2023-08,Classic,Google,True,churned,2024-11-02,14,34.99,GH
SUB-1811,wcrosby@example.com,2023-08-04,2023-08,Classic,Organic,False,active,,17,34.99,KE
SUB-1812,samanthaflynn@example.org,2023-08-24,2023-08,Classic,Google,True,churned,2025-01-11,16,34.99,KE
SUB-1813,kevinscott@example.org,2023-08-22,2023-08,Starter,Meta,False,churned,2023-12-03,3,19.99,KE
SUB-1814,fgonzalez@example.net,2023-08-24,2023-08,Starter,Google,True,churned,2023-11-12,2,19.99,UG
SUB-1815,rward@example.com,2023-08-18,2023-08,Premium,Referral,False,churned,2024-02-24,6,54.99,GH
SUB-1816,peckapril@example.org,2023-08-23,2023-08,Premium,Referral,False,active,,17,54.99,GH
SUB-1817,romerojohn@example.org,2023-08-12,2023-08,Classic,Google,False,active,,17,34.99,NG
SUB-1818,krystalalexander@example.net,2023-08-28,2023-08,Classic,Google,False,churned,2024-05-19,8,34.99,KE
SUB-1819,jennifersullivan@example.com,2023-08-01,2023-08,Starter,Meta,False,churned,2024-02-23,6,19.99,NG
SUB-1820,chambersmichael@example.net,2023-08-12,2023-08,Premium,Meta,False,active,,17,54.99,NG
SUB-1821,shannon01@example.com,2023-08-09,2023-08,Starter,Google,True,active,,17,19.99,NG
SUB-1822,anthony87@example.com,2023-08-12,2023-08,Classic,Google,True,churned,2024-01-23,5,34.99,KE
SUB-1823,millerrebecca@example.net,2023-08-10,2023-08,Starter,Meta,False,churned,2024-04-27,8,19.99,KE
SUB-1824,christopherhutchinson@example.org,2023-08-12,2023-08,Premium,Meta,False,active,,17,54.99,GH
SUB-1825,gailalexander@example.net,2023-08-04,2023-08,Classic,Google,False,churned,2024-09-16,13,34.99,NG
SUB-1826,molly61@example.com,2023-08-06,2023-08,Premium,Meta,False,active,,17,54.99,NG
SUB-1827,markgriffith@example.org,2023-08-12,2023-08,Classic,Google,False,churned,2024-11-07,14,34.99,NG
SUB-1828,laurie46@example.org,2023-08-08,2023-08,Premium,Meta,False,churned,2024-02-19,6,54.99,NG
SUB-1829,,2023-08-22,2023-08,Classic,Organic,True,active,,17,34.99,NG
SUB-1830,,2023-08-12,2023-08,Classic,Meta,False,churned,2024-12-06,15,34.99,KE
SUB-1831,hrichard@example.com,2023-08-23,2023-08,Starter,Meta,False,active,,17,19.99,KE
SUB-1832,daniel79@example.org,2023-08-24,2023-08,Premium,Organic,False,active,,17,54.99,KE
SUB-1833,debra08@example.org,2023-08-19,2023-08,Starter,Google,False,churned,2024-03-29,7,19.99,KE
SUB-1834,mstone@example.net,2023-08-23,2023-08,Starter,Google,False,churned,2024-11-03,14,19.99,ZA
SUB-1835,joe54@example.org,2023-08-24,2023-08,Premium,Google,True,churned,2024-01-12,4,54.99,KE
SUB-1836,robin14@example.org,2023-08-15,2023-08,Starter,Referral,False,churned,2024-07-07,10,19.99,ZA
SUB-1837,sdennis@example.net,2023-08-28,2023-08,Classic,Organic,True,churned,2023-09-30,1,34.99,NG
SUB-1838,natasha67@example.org,2023-08-17,2023-08,Premium,Referral,False,churned,2024-11-18,15,54.99,UG
SUB-1839,tonyabaker@example.net,2023-08-28,2023-08,Classic,Organic,False,active,,17,34.99,GH
SUB-1840,johndonaldson@example.com,2023-08-27,2023-08,Classic,Meta,False,churned,2023-09-10,0,34.99,ZA
SUB-1841,amycolon@example.net,2023-08-04,2023-08,Classic,Google,False,churned,2023-08-09,0,34.99,KE
SUB-1842,andreawood@example.net,2023-08-15,2023-08,Premium,Referral,False,churned,2024-06-04,9,54.99,ZA
SUB-1843,aimeephillips@example.org,2023-08-25,2023-08,Classic,Referral,False,churned,2024-05-01,8,34.99,ZA
SUB-1844,michaelshaffer@example.net,2023-08-25,2023-08,Premium,Meta,False,churned,2023-11-12,2,54.99,KE
SUB-1845,gwendolyngarza@example.net,2023-08-22,2023-08,Classic,Meta,False,churned,2023-12-19,3,34.99,KE
SUB-1846,acarpenter@example.com,2023-08-27,2023-08,Premium,Organic,False,churned,2023-11-03,2,54.99,KE
SUB-1847,rowlandlaura@example.org,2023-08-27,2023-08,Premium,Google,True,churned,2024-07-30,11,54.99,KE
SUB-1848,desiree59@example.org,2023-08-14,2023-08,Premium,Referral,False,active,,17,54.99,KE
SUB-1849,whernandez@example.com,2023-08-01,2023-08,Premium,Google,False,active,,17,54.99,KE
SUB-1850,friedmanbrian@example.com,2023-08-04,2023-08,Starter,Google,False,churned,2023-10-06,2,19.99,ZA
SUB-1851,michaelwebster@example.net,2023-08-01,2023-08,Classic,Meta,False,churned,2024-04-02,8,34.99,ZA
SUB-1852,mwatson@example.net,2023-08-01,2023-08,Classic,Meta,False,churned,2023-10-04,2,34.99,NG
SUB-1853,kelleymichael@example.org,2023-08-08,2023-08,Starter,Google,False,churned,2024-06-22,10,19.99,NG
SUB-1854,robertjoseph@example.com,2023-08-14,2023-08,Classic,Google,False,active,,17,34.99,KE
SUB-1855,ashley20@example.com,2023-08-02,2023-08,Premium,Meta,False,churned,2024-08-23,12,54.99,ZA
SUB-1856,justin41@example.com,2023-08-19,2023-08,Classic,Organic,False,churned,2023-11-27,3,34.99,KE
SUB-1857,raymondfernandez@example.org,2023-08-20,2023-08,Starter,Meta,False,active,,17,19.99,KE
SUB-1858,mayerjohn@example.net,2023-08-02,2023-08,Starter,Meta,False,churned,2024-10-29,14,19.99,KE
SUB-1859,ccook@example.com,2023-08-01,2023-08,Premium,Organic,False,active,,17,54.99,NG
SUB-1860,karenhood@example.org,2023-08-25,2023-08,Classic,Google,False,churned,2024-01-21,4,34.99,UG
SUB-1861,donald13@example.net,2023-08-27,2023-08,Premium,,False,active,,17,54.99,NG
SUB-1862,lindsay88@example.org,2023-08-22,2023-08,Classic,Meta,True,active,,17,34.99,UG
SUB-1863,psmith@example.com,2023-08-22,2023-08,Classic,Organic,False,active,,17,34.99,ZA
SUB-1864,benjamin32@example.net,2023-08-26,2023-08,Classic,Organic,False,churned,2024-09-10,12,34.99,KE
SUB-1865,jennifer30@example.org,2023-08-13,2023-08,Starter,Meta,False,active,,17,19.99,UG
SUB-1866,lopezrachel@example.org,2023-08-19,2023-08,Premium,Google,True,churned,2023-09-15,0,54.99,KE
SUB-1867,tracyguzman@example.org,2023-08-25,2023-08,Premium,Google,False,churned,2024-07-31,11,54.99,KE
SUB-1868,xholmes@example.net,2023-08-11,2023-08,Classic,Meta,False,active,,17,34.99,UG
SUB-1869,david93@example.org,2023-08-23,2023-08,Starter,Google,False,churned,2024-07-02,10,19.99,KE
SUB-1870,nelsonamy@example.net,2023-08-06,2023-08,Starter,Meta,False,churned,2024-11-17,15,19.99,ZA
SUB-1871,kellydonna@example.com,2023-08-05,2023-08,Starter,Meta,False,churned,2023-09-27,1,19.99,KE
SUB-1872,laura12@example.org,2023-08-02,2023-08,Premium,Referral,False,active,,17,54.99,NG
SUB-1873,orodriguez@example.org,2023-08-05,2023-08,Classic,Meta,False,churned,2023-10-18,2,34.99,KE
